pid,encode_sim,encode_sim_score,tfidf_sim,tfidf_sim_score
1334,857,21.46519422531128,902,9.351652935121336
1334,1707,21.07255458831787,83,8.627103537422578
1334,738,21.01747691631317,1267,8.618464299082035
1334,473,20.920848846435547,1792,7.62819727106953
1334,1032,20.911923050880432,1326,7.268939535171517
668,762,45.560842752456665,473,49.177173336451006
668,1800,44.876375794410706,1628,40.38972159350647
668,1295,42.50454008579254,242,38.51221203995774
668,1473,42.39715337753296,1940,37.71838845920814
668,1590,41.49138927459717,1326,37.57991876891371
668,1932,38.48406672477722,736,36.464810611241305
668,423,36.11571490764618,1437,36.279691569954494
668,29,35.504692792892456,963,35.861737951165125
668,109,34.8330557346344,1032,34.02445213839861
668,925,34.78057384490967,807,33.83617132991777
668,807,33.86322259902954,250,33.61298971363186
668,458,33.703893423080444,745,33.58862011039091
668,139,32.243192195892334,896,32.226263590836574
668,1274,32.12016522884369,1414,31.81452605292875
668,218,30.534303188323975,1532,30.206888701766083
668,1286,29.03655767440796,1415,29.5656942908982
668,1195,28.47694456577301,1932,26.910897618482327
668,1875,28.37429642677307,29,26.554278450040737
668,504,27.592989802360535,278,26.424145343096587
668,855,26.698875427246094,891,25.506802764432678
1102,504,33.770549297332764,1334,55.60268057217252
1102,1155,32.17277228832245,857,44.67836033260654
1102,488,31.200796365737915,124,35.838698737910356
1102,1453,27.05667018890381,730,31.090795193161075
1102,1414,26.301458477973938,1561,30.304344206869466
1102,207,24.192997813224792,963,17.134791757220103
1102,1884,23.569662868976593,448,15.824510770595102
1102,250,23.456797003746033,83,15.311856922199594
1102,1362,21.48730456829071,13,12.503908971009471
1102,157,21.27627432346344,1898,12.12042212630369
1102,683,20.918641984462738,1119,11.025220966458164
1102,471,20.844188332557678,902,10.534047293627617
1102,1778,20.31480371952057,780,10.32423994455307
1102,1575,20.168647170066833,1247,9.965708172045371
1102,387,19.977836310863495,1453,9.675628628011438
1102,1426,19.7223961353302,867,9.44195816769055
1102,1286,19.160594046115875,964,8.943313012080965
1102,358,18.946820497512817,348,8.826954654683245
1102,428,18.878325819969177,88,8.268089869022704
1102,1707,18.61727684736252,1496,8.231252819111742
295,376,47.886040806770325,819,46.70506510923546
295,442,39.04559016227722,920,43.93676086153546
295,1674,39.010459184646606,404,38.24365127476735
295,457,38.931065797805786,1867,37.38334195468336
295,963,36.19174361228943,1155,33.14571584811905
295,242,34.28798317909241,848,32.528635618705266
295,1094,33.80376696586609,646,29.118888887312078
295,1634,32.75914490222931,58,28.192310632072775
295,1917,31.570598483085632,658,25.034880882100843
295,396,31.517034769058228,656,24.13268262173048
295,1352,31.022799015045166,780,24.065889452461537
295,1890,30.924135446548462,855,24.02902506278001
295,848,30.683892965316772,66,24.0149338725068
295,271,30.585652589797974,1932,23.69492606578786
295,1879,30.038613080978394,1675,22.921513329838923
295,658,29.25000786781311,1644,22.89383861872104
295,1932,28.43918204307556,1809,22.387644213117298
295,683,28.41147780418396,1707,21.06230217551087
295,1710,28.17941904067993,1222,20.925245190619417
295,262,27.439361810684204,867,20.762706120635457
1809,646,43.499088287353516,475,67.25562843992324
1809,1737,41.474828124046326,867,62.80914542254129
1809,1956,38.93740475177765,1675,60.867095494941324
1809,475,35.045456886291504,1222,58.911679681982804
1809,1919,34.76474583148956,458,55.198843143662366
1809,807,33.58628749847412,98,52.28768042401427
1809,98,32.68213868141174,1267,50.086311106890314
1809,925,30.87470829486847,1867,45.88776101969343
1809,1819,29.090312123298645,1375,41.573047099254794
1809,1670,28.083834052085876,404,32.02988579066053
1809,1222,28.016996383666992,1710,31.230701189103065
1809,1184,26.822102069854736,506,30.261860155680875
1809,1902,22.97312170267105,1902,27.50798915499625
1809,1532,22.50666320323944,1919,27.39127705522211
1809,29,22.033417224884033,1438,27.347676149637287
1809,1867,21.203985810279846,920,26.61419430707394
1809,1274,20.984208583831787,1007,25.957861558755237
1809,1284,20.46126127243042,646,24.62320090489588
1809,448,18.817627429962158,1786,24.24286313740874
1809,423,18.256863951683044,295,22.387644213117298
1415,458,33.683574199676514,473,49.1990939982986
1415,925,31.09828233718872,807,46.768994360816464
1415,109,30.2884042263031,292,43.37012381529879
1415,29,29.531174898147583,925,29.835020271579832
1415,1522,29.530715942382812,668,29.5656942908982
1415,1575,29.085499048233032,1437,28.946151382803702
1415,154,28.455907106399536,1267,28.221660285644255
1415,1532,25.73513090610504,1675,23.55909571902985
1415,1710,25.49113929271698,1243,22.95332077005627
1415,1675,25.32532513141632,396,22.699072121045894
1415,1590,25.21156668663025,867,22.59954971294902
1415,1295,24.633413553237915,963,22.548516047464755
1415,1286,23.950013518333435,98,22.427573414723597
1415,891,23.67948591709137,109,22.197414629909186
1415,668,23.36321771144867,1222,22.16429049443749
1415,807,23.197276890277863,530,21.94894367325628
1415,1195,22.344550490379333,1875,21.667436508909073
1415,292,22.344470024108887,1932,20.97387020820768
1415,358,21.747666597366333,780,19.00854988297057
1415,347,21.744175255298615,1809,18.387068771158763
1542,982,53.3678412437439,1710,62.21930394809633
1542,1011,48.684534430503845,1011,60.25405865072961
1542,504,35.544583201408386,643,55.883711691084315
1542,1154,35.41672229766846,1430,30.0340794903908
1542,1634,34.333670139312744,1819,26.17117690283
1542,683,33.946794271469116,358,25.855183362889342
1542,271,33.85946750640869,66,22.651939113056315
1542,658,33.54288935661316,1180,20.90068797538372
1542,1902,33.47547650337219,88,20.13265559131652
1542,376,31.181442737579346,1778,19.548584056443488
1542,1352,30.827993154525757,902,19.07139242775386
1542,1414,30.6094229221344,1094,17.872500471310563
1542,1426,29.572325944900513,348,17.771511109208642
1542,242,29.529571533203125,448,17.117963494342888
1542,157,29.007157683372498,1988,17.10988382746979
1542,1252,28.903454542160034,1879,16.466235306551134
1542,1932,28.761643171310425,347,15.442195753862048
1542,783,28.554490208625793,1675,15.190299143364212
1542,1710,28.542762994766235,1821,14.717511301125366
1542,1674,28.53482961654663,758,13.439220132290702
471,29,24.42682832479477,647,69.22443408471177
471,1473,24.373474717140198,1383,44.79175444352219
471,1471,23.02413433790207,157,32.22689518529321
471,1247,22.42869883775711,258,27.88597108180972
471,1940,21.39236330986023,348,25.4735196581158
471,1102,20.844188332557678,250,24.838744357292533
471,423,20.20399570465088,1628,24.490614395845085
471,1295,20.122714340686798,1430,24.215848380014442
471,1898,19.931429624557495,1884,23.78017529296267
471,1362,19.189900159835815,1032,23.369156751885853
471,668,17.22358763217926,1707,21.085153492391342
471,1426,17.132602632045746,1007,20.830382882370923
471,758,16.912542283535004,896,18.687643699913174
471,1821,16.38662815093994,504,18.13586051681156
471,157,16.199728846549988,1737,17.40672997835329
471,432,15.282350778579712,848,17.186741008336845
471,920,15.235906839370728,458,16.923863926890583
471,643,14.235672354698181,668,16.406037507503065
471,504,14.043796062469482,66,16.28280370239654
471,1133,13.916599750518799,83,16.240456421079337
1800,762,87.53740191459656,1473,72.9792897009759
1800,656,54.37479019165039,477,71.5582431087394
1800,891,54.276931285858154,247,64.4556358579313
1800,807,49.42041635513306,361,62.573355960959574
1800,1295,46.87437415122986,1196,60.56178145765651
1800,1286,45.864337682724,1295,49.87798743516832
1800,109,45.791423320770264,1940,47.73606975173922
1800,1195,44.92213428020477,1898,29.940426977398303
1800,668,44.876375794410706,736,29.418588487535878
1800,1590,44.7976291179657,376,28.190638712568493
1800,458,43.94078552722931,1414,27.85098053480081
1800,361,41.723525524139404,1532,27.24334957759205
1800,423,40.93717932701111,1326,24.763353435451265
1800,1932,40.40541052818298,242,22.982554039546013
1800,1274,39.708030223846436,1235,22.385403083338158
1800,1473,37.78233528137207,423,20.407035384143036
1800,29,36.60973310470581,278,18.96270786041466
1800,1119,35.74643135070801,745,18.369762186521683
1800,620,33.66699516773224,668,17.363062457374763
1800,815,31.836789846420288,1522,15.303207196938489
1778,124,40.6881719827652,1094,49.62091509898671
1778,224,36.04781627655029,404,40.815389816562096
1778,1375,34.78349447250366,358,27.248333674840662
1778,1155,33.40943455696106,758,26.61669298786651
1778,423,30.925923585891724,1429,26.469808372238127
1778,1286,30.274969339370728,430,26.273900690159177
1778,1821,29.880720376968384,1334,26.012877719555995
1778,783,29.298999905586243,448,25.92769937642073
1778,1017,28.926461935043335,1155,24.16060607944241
1778,867,27.079036831855774,1879,23.270081532036937
1778,442,25.972354412078857,857,21.716080624083027
1778,458,24.468162655830383,562,19.998922388643965
1778,1988,23.680812120437622,1007,19.826690359619263
1778,1932,23.476415872573853,1707,19.6735097205381
1778,139,23.173463344573975,1542,19.548584056443488
1778,1674,22.834917902946472,1819,19.52355738765761
1778,1786,22.798830270767212,1522,18.906072791139966
1778,1352,22.532764077186584,475,17.859691026338606
1778,1892,22.432075440883636,643,17.659147590935227
1778,1792,22.36010879278183,488,17.160553114638667
982,1154,54.324930906295776,94,63.372451649183844
982,1542,53.3678412437439,1866,50.53027471557756
982,783,48.713383078575134,1560,42.34130608171387
982,1011,40.51731824874878,1032,35.2472369617437
982,157,40.00734090805054,807,33.791713666628695
982,1710,38.22780251502991,1902,31.163771833996513
982,658,37.718039751052856,250,30.663864866405945
982,271,37.20552623271942,1628,24.94012228750399
982,242,33.96027088165283,1670,23.20853606786736
982,1902,32.88159966468811,668,22.497305320670023
982,683,31.790417432785034,1007,21.271580975543362
982,1932,31.501615047454834,66,21.22220189308643
982,1634,30.979841947555542,29,20.58384171609502
982,504,29.04890775680542,891,19.748189348049706
982,1414,28.087669610977173,504,18.79407341027085
982,1352,27.95259654521942,896,17.97509107232182
982,1890,27.770990133285522,819,17.61539952650397
982,376,26.768547296524048,1453,16.858773746306976
982,29,25.375938415527344,1575,15.340573154036544
982,442,24.981045722961426,1532,14.042251268542932
848,442,32.63525366783142,780,56.189574389434775
848,271,32.31647312641144,646,51.89607925836902
848,1561,31.950968503952026,855,46.351714389760545
848,295,30.683892965316772,1007,46.036710692127365
848,683,29.487723112106323,387,43.907879106692306
848,1007,29.30976152420044,1286,34.35956037358983
848,387,28.209826350212097,295,32.528635618705266
848,963,27.73514986038208,1644,31.053544362057664
848,1890,27.302241325378418,1011,25.42665814840433
848,250,27.286839485168457,1882,22.553143762356104
848,1094,27.144724130630493,819,21.83445871977143
848,242,26.963376998901367,1133,18.69966724269088
848,1919,26.768404245376587,471,17.186741008336845
848,504,26.618146896362305,738,16.854996774989374
848,658,26.609444618225098,423,16.074854226951505
848,376,25.882679224014282,1341,14.184794819070142
848,1352,25.633445382118225,83,12.754672863790313
848,1932,25.57632029056549,1453,12.391596098304312
848,1267,25.130635499954224,1414,11.554954235962677
848,291,24.3072509765625,530,10.71908995774546
218,258,38.34274411201477,1430,40.46611492564551
218,668,30.534303188323975,347,38.54541378585238
218,1800,30.284738540649414,758,34.982964337665926
218,762,27.931219339370728,258,33.24329160016836
218,1496,27.844637632369995,102,28.553391811075137
218,1247,27.346643805503845,83,24.49121888999557
218,432,26.87312960624695,29,18.199949637438802
218,1819,25.371229648590088,1429,14.414346388660658
218,963,24.64534640312195,1892,14.146471679179893
218,1195,24.16074573993683,891,13.521953730245784
218,1286,23.67607057094574,1362,11.604786593472605
218,944,23.436379432678223,1879,11.553619538251231
218,1011,23.18826913833618,1133,11.524173962284753
218,291,22.698304057121277,1940,11.465195679155087
218,109,21.763354539871216,1119,11.29086955964575
218,709,21.432197093963623,1861,11.226835509033577
218,780,21.41464352607727,1375,11.074543273708823
218,1861,21.00938707590103,1778,11.041196663722001
218,268,20.55596113204956,1211,10.654597249500785
218,1473,20.511852204799652,1195,10.561232384981503
826,98,42.72697865962982,1919,63.87255486980117
826,807,38.407182693481445,658,44.9906187620307
826,658,37.177276611328125,1456,42.1271977173284
826,271,36.68009638786316,1267,38.48169137120942
826,925,34.6754252910614,1222,33.27947988882611
826,1356,34.66150462627411,98,28.512228958840105
826,1674,33.88291299343109,1460,28.37995508324165
826,1456,32.76049792766571,867,21.45636371870492
826,730,32.27388858795166,1675,18.935493649512587
826,475,31.5182626247406,1809,17.742052898578144
826,1902,30.903148651123047,506,16.393244542361096
826,646,30.57587742805481,109,15.67999235980683
826,376,29.851311445236206,1532,14.752946740585049
826,1867,28.492653369903564,1737,14.723543656514927
826,1741,28.36693823337555,1902,14.603212549570387
826,1542,27.703094482421875,1875,14.415860645799215
826,1352,27.585452795028687,1375,13.616555096714835
826,1932,27.273285388946533,13,13.375409266236346
826,683,26.80950164794922,458,13.150193784033359
826,347,26.521191000938416,668,12.142709749203386
815,139,48.67643713951111,504,54.812489140182606
815,1522,37.917307019233704,620,52.02951363924031
815,1800,31.836789846420288,1575,48.362340727274244
815,783,30.58449625968933,139,40.207398013594194
815,762,30.54112195968628,1560,39.970547405463684
815,1252,30.46010136604309,1233,37.24529735311618
815,738,29.311436414718628,292,32.57004369726446
815,1590,28.949639201164246,1146,25.157226811755084
815,271,28.589749336242676,457,23.919024783981815
815,458,27.31439173221588,1892,22.698465893294095
815,247,26.451709866523743,1975,20.96723427511106
815,1892,25.155344605445862,1460,19.94119582986957
815,1575,24.152866005897522,1252,19.41603236324455
815,1670,22.68650531768799,1532,19.327518005275383
815,745,22.58094847202301,1988,19.024203086787132
815,1119,22.00900912284851,1094,18.998517915105644
815,668,21.893256902694702,656,18.726544471858574
815,1334,21.777959167957306,1786,17.75351833580109
815,780,21.50576412677765,1352,16.503124690407834
815,1362,21.253862977027893,963,13.755663548266044
870,1471,41.8163001537323,157,51.96414277191957
870,348,31.792518496513367,1737,34.68726084106654
870,944,29.998737573623657,1475,31.73289480281862
870,504,25.112318992614746,358,29.14674183354283
870,656,24.37470853328705,925,24.60561492200702
870,423,23.847413063049316,1670,22.338063678063506
870,783,23.230117559432983,139,19.061255726481892
870,925,22.385813295841217,1496,17.313395907823136
870,1286,22.21781313419342,1437,13.363890374670373
870,361,21.016061305999756,242,13.311367889334651
870,1634,20.750930905342102,1785,12.545131307588566
870,1542,20.329970121383667,278,12.202985341029622
870,1786,19.910845160484314,658,10.544391899917464
870,1453,19.782543182373047,668,10.407699163983917
870,1932,19.40058022737503,730,10.234764893447647
870,387,19.21367049217224,347,9.571520335534782
870,848,19.153156876564026,475,9.000103116006258
870,1674,18.29982101917267,1932,8.501472954687044
870,1181,17.89431869983673,1821,8.407247710606597
870,1007,17.717216908931732,656,7.7498212270584705
1233,1284,47.78304696083069,1560,46.86725695212661
1233,1560,42.19934940338135,1902,46.44130074835713
1233,1334,38.087624311447144,620,45.02644899933574
1233,1119,35.86176633834839,925,40.20684595535785
1233,247,35.844630002975464,815,37.24529735311618
1233,102,33.834731578826904,423,26.826182311798377
1233,473,31.327766180038452,758,14.577333677772414
1233,506,30.17088770866394,278,11.859027700419437
1233,1180,29.74264919757843,1778,11.242722563425335
1233,1430,29.194927215576172,1429,11.074130020239807
1233,1634,27.66568660736084,1475,9.006108770938235
1233,1267,24.563372135162354,497,8.728968171831227
1233,1438,24.263721704483032,1932,8.331232839986496
1233,683,23.52028787136078,83,8.122337170914248
1233,1707,22.793301939964294,224,8.08159820300138
1233,1890,22.679027915000916,1471,7.651493463135036
1233,278,22.400997579097748,820,7.349489562297087
1233,738,21.87732458114624,1819,7.339755639202992
1233,242,21.82285189628601,1375,7.051333537129511
1233,271,21.140623092651367,965,6.645498046542796
1195,1295,57.15329647064209,1496,56.78786005644338
1195,1496,56.656426191329956,1154,50.97561066737129
1195,1286,54.137539863586426,1235,37.05573795433471
1195,361,51.012009382247925,361,29.233876683450127
1195,820,49.99685287475586,224,24.95054729844991
1195,458,48.47962260246277,1932,24.652333027162456
1195,423,48.17589521408081,1532,23.93000128445935
1195,1800,44.92213428020477,428,20.36186113463271
1195,762,44.3997859954834,745,19.624708666094772
1195,109,43.048375844955444,982,13.67408174380586
1195,807,41.49079620838165,1861,13.511292574995556
1195,1274,40.714865922927856,736,12.879351205176654
1195,1932,40.31088948249817,278,11.878565020279112
1195,656,39.664918184280396,1940,11.85572995062018
1195,891,38.73375356197357,1884,11.686698328450765
1195,29,37.51247525215149,1956,11.53303977448112
1195,428,36.65396273136139,1007,11.200388167997083
1195,1473,36.10076606273651,1917,10.775536664834684
1195,1590,34.17336344718933,473,10.711683890981515
1195,1426,33.81497263908386,1473,10.56967949018833
475,347,38.37013244628906,1809,67.25562843992324
475,925,36.672502756118774,1222,53.51746079096141
475,1809,35.045456886291504,1675,45.314182242797735
475,1919,33.72707962989807,867,42.40230615830689
475,98,33.65418016910553,1867,42.38767789055889
475,807,32.11182951927185,458,35.35806634938392
475,826,31.5182626247406,98,34.63992140114421
475,1737,28.62027883529663,1267,30.00154523301754
475,1917,27.46661603450775,1007,26.944406414424336
475,1902,25.288179516792297,1710,24.925548314530577
475,1819,25.233498215675354,1375,24.46481692315524
475,1295,24.800939857959747,396,24.266810708889185
475,423,24.272775650024414,1670,21.229199446433693
475,1800,23.894019424915314,920,20.83944382889007
475,762,23.40102791786194,1438,20.069352059243652
475,1274,22.99739718437195,1181,19.741547049182948
475,1460,22.78369963169098,506,19.084279969963273
475,1741,22.74845242500305,1560,18.431200613389766
475,783,22.458629310131073,1737,17.974628825646352
475,965,21.78255021572113,1778,17.859691026338606
1890,1932,42.726290225982666,1426,38.99642970461148
1890,658,41.77062809467316,1956,38.41301982209741
1890,442,40.84268808364868,13,36.69219045258418
1890,1352,38.61516714096069,1879,34.999857984928795
1890,1414,37.23281919956207,1861,34.51083591343013
1890,683,34.2844158411026,497,31.658788640875123
1890,730,34.28400754928589,920,31.179002519900532
1890,376,33.98069739341736,66,21.477041995810325
1890,1879,32.77009129524231,347,21.019577635996058
1890,242,32.451945543289185,656,20.936411810813
1890,457,31.683573126792908,643,20.777575274727102
1890,1674,31.648334860801697,1155,17.982069782424787
1890,271,31.308117508888245,295,15.21376588536723
1890,295,30.924135446548462,658,15.115646513284894
1890,504,29.408782720565796,1560,15.097247092558597
1890,1861,28.560006618499756,58,14.167354640106623
1890,1362,28.344404697418213,896,13.519326484809607
1890,738,28.286001086235046,442,12.757165437505954
1890,982,27.770990133285522,965,12.729617273453194
1890,1011,27.50089168548584,428,10.560614157711084
387,442,31.41159415245056,848,43.907879106692306
387,848,28.209826350212097,506,33.75118961898264
387,1471,28.00704538822174,855,31.4600690939541
387,1247,27.47814655303955,1644,30.233703673971153
387,1032,27.224445343017578,646,29.629406695918316
387,1821,26.221072673797607,780,27.944020693551714
387,1634,25.11962652206421,428,27.29177146608132
387,683,24.929943680763245,1211,26.121217338310274
387,1437,24.717727303504944,83,25.48651315787989
387,488,24.068322777748108,1007,23.925252036967585
387,867,23.616880178451538,295,20.671851385431054
387,295,23.40567409992218,1017,20.192484351166282
387,1017,23.07886928319931,1247,20.006558187299436
387,1341,22.71970361471176,1286,19.712827587108695
387,29,22.565704584121704,819,18.110857278373068
387,504,22.48048484325409,1882,17.645019192614104
387,1919,21.53003215789795,1181,17.52066597377317
387,1453,21.50706648826599,1670,15.629009512474568
387,1155,21.267762780189514,1011,12.780517503929754
387,1007,21.20523452758789,964,11.575603958625651
1247,1155,30.53356409072876,745,42.01847432264952
1247,1286,29.876065254211426,1674,35.1666735507028
1247,1453,28.758186101913452,1235,32.658725800016796
1247,1295,27.710187435150146,1414,30.43814987473179
1247,387,27.47814655303955,102,28.529724088467106
1247,218,27.346643805503845,347,27.163486120214767
1247,1184,26.85520052909851,1375,25.493301598715867
1247,423,26.722735166549683,1892,23.494725802299996
1247,1473,25.813186168670654,361,22.19884669387758
1247,1496,25.43242871761322,458,21.768286132077463
1247,1195,24.910709261894226,381,20.929182625231007
1247,1017,23.962529003620148,1670,20.055436065204468
1247,1737,23.76820594072342,387,20.006558187299436
1247,1426,23.70760142803192,83,19.3773004237485
1247,668,22.599288821220398,1532,19.340258073525366
1247,1819,22.456365823745728,1352,18.95970137419622
1247,471,22.42869883775711,867,18.284052018162555
1247,361,21.970131993293762,423,17.26875800408053
1247,428,21.62937819957733,1917,16.915342186910095
1247,1919,21.552708745002747,1475,16.093602119235797
896,1988,43.890535831451416,1741,47.65305899379886
896,1352,26.94564163684845,1628,42.17754009529683
896,1414,25.476443767547607,250,41.90951586451909
896,1456,24.041712284088135,665,41.789042175957874
896,88,23.51471781730652,891,39.784907387925756
896,1884,22.51088321208954,29,37.06356597725185
896,1628,21.679623425006866,1032,37.03262588424977
896,819,21.364407241344452,668,32.226263590836574
896,497,19.286978244781494,381,28.134638366608794
896,1341,19.167092442512512,1575,26.561074644917642
896,268,18.722236156463623,66,25.34898097833999
896,1196,18.567654490470886,504,24.831709775824013
896,964,18.17386746406555,656,24.36225162483656
896,780,17.867207527160645,13,24.12049784463865
896,1211,17.367535829544067,647,21.79698509314842
896,658,17.22249835729599,819,19.4160983562523
896,1674,16.950811445713043,963,19.243435237160224
896,1102,16.846638917922974,471,18.687643699913174
896,1932,16.824421286582947,982,17.97509107232182
896,1326,15.937653183937073,1284,17.662199099341983
1628,1032,25.551682710647583,1032,58.87410793698898
1628,896,21.679623425006866,891,55.73216874184516
1628,1181,17.945492267608643,29,53.4138894663116
1628,1821,17.61545091867447,250,42.253682777157685
1628,1341,17.441411316394806,896,42.17754009529683
1628,738,16.36466681957245,668,40.38972159350647
1628,530,16.025155782699585,656,39.07963873122578
1628,1426,15.845608711242676,66,39.024208967365034
1628,867,14.666135609149933,1575,35.355194374413166
1628,1884,13.095313310623169,1007,34.91059915446431
1628,13,12.477300316095352,157,34.56565173361402
1628,387,12.422852963209152,963,34.06341497056754
1628,920,12.324350327253342,504,33.12079596810749
1628,404,12.287428230047226,819,29.00440974358055
1628,1471,12.256678193807602,647,27.58587497058205
1628,1007,12.143179774284363,964,25.8414176210176
1628,124,11.685486137866974,13,25.626078924967604
1628,1634,11.570999026298523,982,24.94012228750399
1628,964,11.528632044792175,471,24.490614395845085
1628,1102,11.359934508800507,1119,17.23039489802209
925,271,40.23714065551758,1902,51.69028179761777
925,458,39.34447467327118,1233,40.20684595535785
925,1819,38.5439932346344,1438,33.39801990470933
925,807,38.53810429573059,1475,31.635919017383042
925,475,36.672502756118774,1415,29.835020271579832
925,1919,36.53172552585602,473,29.032963694163737
925,668,34.78057384490967,423,26.001761982235077
925,826,34.6754252910614,1437,25.540459711813174
925,1274,34.26176607608795,807,24.664460649031714
925,1902,33.56236517429352,870,24.60561492200702
925,1710,33.356595039367676,506,22.30915858569761
925,783,32.615846395492554,1211,22.290439917440352
925,348,32.58589506149292,1222,21.009412146594492
925,1295,32.056841254234314,98,20.13181755000824
925,1286,31.757068634033203,1932,19.926667652785795
925,1674,31.112569570541382,668,19.442854444897037
925,1415,31.09828233718872,458,17.86378326627829
925,29,31.035548448562622,1267,17.46056221196609
925,1809,30.87470829486847,745,17.014612277357692
925,361,30.791783332824707,1809,16.422874303210712
1032,291,30.200767517089844,1628,58.87410793698898
1032,1453,28.53894829750061,963,55.80616283414325
1032,292,27.948248386383057,1007,48.36294125127732
1032,855,27.338379621505737,891,39.72684384928502
1032,387,27.224445343017578,250,39.497244670200296
1032,109,25.832554697990417,896,37.03262588424977
1032,1286,25.818154215812683,982,35.2472369617437
1032,1628,25.551682710647583,29,35.24364622909056
1032,224,23.714421689510345,668,34.02445213839861
1032,1341,23.03757667541504,944,33.96962678548112
1032,262,22.309917211532593,1575,31.45101101724103
1032,58,21.827396750450134,66,30.740729114189584
1032,404,21.616458892822266,504,27.38542346954981
1032,1119,21.530555188655853,647,23.400803000420932
1032,1426,21.381446719169617,471,23.369156751885853
1032,1334,20.911923050880432,646,22.97789384304628
1032,1884,20.888599753379822,157,21.932616284076655
1032,1155,20.26175856590271,656,21.855053124677116
1032,758,19.97126042842865,819,19.946337628920308
1032,1875,19.770482182502747,13,19.862327633560046
1932,242,49.40561056137085,1154,40.76728521178552
1932,504,46.100401878356934,473,38.75001391496045
1932,820,43.421703577041626,224,37.03801609174774
1932,1352,42.77639091014862,1243,35.766831581824114
1932,423,42.74107813835144,66,31.50023855053083
1932,1890,42.726290225982666,656,31.15601636195035
1932,1295,42.56328344345093,1437,31.007279427170396
1932,658,42.42187738418579,658,30.607449318368527
1932,442,40.960562229156494,807,30.15295564051427
1932,1800,40.40541052818298,1375,28.487777699905855
1932,1195,40.31088948249817,730,28.443014419161827
1932,224,39.88803029060364,668,26.910897618482327
1932,668,38.48406672477722,347,25.56444415179159
1932,458,37.997615337371826,1674,25.204549473670948
1932,1590,37.92268633842468,1155,24.972568985533773
1932,361,37.9129558801651,1195,24.652333027162456
1932,1674,37.88023591041565,295,23.69492606578786
1932,376,37.17443346977234,58,23.368161864766417
1932,1286,36.787307262420654,458,22.792345330248146
1932,1634,36.68929934501648,745,22.728704691905534
1644,1879,32.05136060714722,376,47.463762377941215
1644,807,31.484568119049072,758,42.12115618404755
1644,1222,29.360899329185486,855,41.056324797398695
1644,271,24.22209233045578,1561,34.41724002779663
1644,262,23.681113123893738,646,33.211263056494545
1644,585,23.184990882873535,1430,33.00991054824472
1644,347,23.000898957252502,1786,31.86756827643724
1644,963,22.539500892162323,1222,31.856240084063046
1644,1737,21.366509795188904,848,31.053544362057664
1644,1919,21.001136302947998,387,30.233703673971153
1644,826,20.38911134004593,780,26.44405678147447
1644,295,20.227420330047607,1007,25.971074764856493
1644,820,20.116008818149567,506,23.258245417218532
